"","indicator_name","respondant_name","indicator_num","measure","value","cert_val_funct","vf.sentance","weight","cert_weight","sheet_name","weight.name","ind.axis.title"
"577","Invasive plant species presence and cover","Adam Th",5,20,30,"5","If any invasives are present its a bad thing and scores have got to be low as by definition these plants are trying to take over! I would put Himalayan balsam alongside Rhodi and Laurel, esp. in wet woodlands as it spreads so easily and is so hard to get rid of...possibly Japanese knot weed too. The really bad laurel and rhodi sites are where it has totally overtaken the understorey, if there are a few scattered bushes its not bad, as long as the managment plan mentions control. If there's presence but no plan...this can be a problem as the site is on the road to total take over. Something like Himalayan honeysuckle, and maybe Monbretia, I see a lot and they don't seem to spread all that much so would probably score those a 2",90,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"578","Invasive plant species presence and cover","Oliver Moore",5,20,0,"5","This is a priority and perhaps ought to be the first question asked and management issue addressed. Plan to remove INNS and ideally at a landscape/defendable scale.",NA,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"579","Invasive plant species presence and cover","Bob Epsom",5,20,50,"4","Woodland condition will be bad and score under 50 for anything more than 20% cover.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"580","Invasive plant species presence and cover","Bob Epsom",5,40,20,"4","Woodland condition will be bad and score under 50 for anything more than 20% cover.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"581","Invasive plant species presence and cover","Bob Epsom",5,60,0,"4","Woodland condition will be bad and score under 50 for anything more than 20% cover.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"582","Invasive plant species presence and cover","Rhiannon Hoy",5,1,0,"3","Woodland condition is bad with the presence of invasive non-native flora as native species are always at risk of overshading and supression from INNS growth, whether this is a small plant or shrub it can spread overtime and become a greater problem requiring future management.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"583","Invasive plant species presence and cover","David V",5,10,20,"4","Any % invasive plant species above 10% has a direct influence on the condition of a woodland",37.5,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"584","Invasive plant species presence and cover","Dean K",5,100,0,"4","Negative S curve impact at low cover is low rapidly grows then slows again",90,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"585","Invasive plant species presence and cover","Kylie Jo-Ma",5,10,90,"5","Condition typically decreases with invasive species cover",80,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"586","Invasive plant species presence and cover","Nick RB",5,100,0,"4","Non natives plants can adversely impact biodiversity and woodland condition by out competing native species of changing habitat and food availability",75,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"587","Invasive plant species presence and cover","Martin Hu",5,15,90,"4","A rapid decrease in condition from 20% - 50% with perhaps less of an effect towards the extremes ie. A little is not going to impact condition that much initially, then at 40-50% it’s already bad, and it just gets steadily worse.  However, having said this even a little presents a massive future threat.",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"588","Invasive plant species presence and cover","Kylie Jo-Ma",5,30,70,"5","Condition typically decreases with invasive species cover",80,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"589","Invasive plant species presence and cover","Karen Ho",5,100,0,"2","Invasive plants have the likely potential to rapidly spread. So even a small coverage of invasive plants is bad, putting the wood into poor condition",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"590","Invasive plant species presence and cover","Martin Hu",5,30,60,"4","A rapid decrease in condition from 20% - 50% with perhaps less of an effect towards the extremes ie. A little is not going to impact condition that much initially, then at 40-50% it’s already bad, and it just gets steadily worse.  However, having said this even a little presents a massive future threat.",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"591","Invasive plant species presence and cover","Martin Hu",5,35,45,"4","A rapid decrease in condition from 20% - 50% with perhaps less of an effect towards the extremes ie. A little is not going to impact condition that much initially, then at 40-50% it’s already bad, and it just gets steadily worse.  However, having said this even a little presents a massive future threat.",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"592","Invasive plant species presence and cover","Martin Hu",5,45,20,"4","A rapid decrease in condition from 20% - 50% with perhaps less of an effect towards the extremes ie. A little is not going to impact condition that much initially, then at 40-50% it’s already bad, and it just gets steadily worse.  However, having said this even a little presents a massive future threat.",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"593","Invasive plant species presence and cover","Martin Hu",5,50,15,"4","A rapid decrease in condition from 20% - 50% with perhaps less of an effect towards the extremes ie. A little is not going to impact condition that much initially, then at 40-50% it’s already bad, and it just gets steadily worse.  However, having said this even a little presents a massive future threat.",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"594","Invasive plant species presence and cover","Martin Hu",5,55,12,"4","A rapid decrease in condition from 20% - 50% with perhaps less of an effect towards the extremes ie. A little is not going to impact condition that much initially, then at 40-50% it’s already bad, and it just gets steadily worse.  However, having said this even a little presents a massive future threat.",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"595","Invasive plant species presence and cover","Kylie Jo-Ma",5,100,0,"5","Condition typically decreases with invasive species cover",80,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"596","Invasive plant species presence and cover","Martin Hu",5,65,8,"4","A rapid decrease in condition from 20% - 50% with perhaps less of an effect towards the extremes ie. A little is not going to impact condition that much initially, then at 40-50% it’s already bad, and it just gets steadily worse.  However, having said this even a little presents a massive future threat.",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"597","Invasive plant species presence and cover","Mick Br",5,10,100,"4","Invasives always decrease woodland condition and have potential to spread if present so mere presense is a low score for condition",NA,NA,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"598","Invasive plant species presence and cover","Paul Allen",5,0,100,"4","In the SW and westerly areas this should definately include holly, but also beech and sycamore as these can have similar signifiacnt impacts on light levels, nat regen and ground flora.",NA,NA,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"599","Invasive plant species presence and cover","Paul Allen",5,100,0,"4","In the SW and westerly areas this should definately include holly, but also beech and sycamore as these can have similar signifiacnt impacts on light levels, nat regen and ground flora.",NA,NA,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"600","Invasive plant species presence and cover","Martin Hu",5,95,1,"4","A rapid decrease in condition from 20% - 50% with perhaps less of an effect towards the extremes ie. A little is not going to impact condition that much initially, then at 40-50% it’s already bad, and it just gets steadily worse.  However, having said this even a little presents a massive future threat.",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"601","Invasive plant species presence and cover","Martin Hu",5,100,0,"4","A rapid decrease in condition from 20% - 50% with perhaps less of an effect towards the extremes ie. A little is not going to impact condition that much initially, then at 40-50% it’s already bad, and it just gets steadily worse.  However, having said this even a little presents a massive future threat.",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"602","Invasive plant species presence and cover","David L",5,20,60,"3","Very low levels of young ponticum can be better than 0, but generally agree with above. High levels of cover are bad, no cover is good, low levels are intermediate",55,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"603","Invasive plant species presence and cover","David L",5,70,60,"3","Very low levels of young ponticum can be better than 0, but generally agree with above. High levels of cover are bad, no cover is good, low levels are intermediate",55,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"604","Invasive plant species presence and cover","Jim Sm-Wr",5,1,59.5959595959596,"4","Woodland condition can only be 100 here where there are no IS within the plot, OR within seeding distance of it. A single plant is a significant threat, but can be easily eradicated. Once well-established within c. 20-30% or more of the plot, it then becomes very difficult to eradicate (depending upon various factors). After that, the loss of condition becomes pretty steady. I have left a value of 1 for 100% coverage, as the plants will still offer some habitat, but maybe this is missing the point?!?",94.7368421052632,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"605","Invasive plant species presence and cover","Iain Mo",5,40,10,"5",NA,50,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"606","Invasive plant species presence and cover","Jim Sm-Wr",5,100,0,"4","Woodland condition can only be 100 here where there are no IS within the plot, OR within seeding distance of it. A single plant is a significant threat, but can be easily eradicated. Once well-established within c. 20-30% or more of the plot, it then becomes very difficult to eradicate (depending upon various factors). After that, the loss of condition becomes pretty steady. I have left a value of 1 for 100% coverage, as the plants will still offer some habitat, but maybe this is missing the point?!?",94.7368421052632,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"607","Invasive plant species presence and cover","Dave Bo",5,0,100,"4","Extensive rhodo and laurel infestations can be the most damaging issue to woodlands on certain soils. We may have to live with a very low % cover for a very long time due to the problesm of controlling seedlings and re-invasion from neighbouring properties.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"608","Invasive plant species presence and cover","Rich Br",5,20,20,NA,"Condition is severely impacted by the presence of invasive plants",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"609","Invasive plant species presence and cover","Rich Br",5,30,0,NA,"Condition is severely impacted by the presence of invasive plants",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"610","Invasive plant species presence and cover","Rich Br",5,40,0,NA,"Condition is severely impacted by the presence of invasive plants",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"611","Invasive plant species presence and cover","Rich Br",5,50,0,NA,"Condition is severely impacted by the presence of invasive plants",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"612","Invasive plant species presence and cover","Rich Br",5,60,0,NA,"Condition is severely impacted by the presence of invasive plants",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"613","Invasive plant species presence and cover","Dave Bo",5,60,0,"4","Extensive rhodo and laurel infestations can be the most damaging issue to woodlands on certain soils. We may have to live with a very low % cover for a very long time due to the problesm of controlling seedlings and re-invasion from neighbouring properties.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"614","Invasive plant species presence and cover","Chris R",5,50,0,"4","Less invasive plants the better",55.5555555555556,2,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"615","Invasive plant species presence and cover","Chris R",5,100,0,"4","Less invasive plants the better",55.5555555555556,2,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"616","Invasive plant species presence and cover","Rich Br",5,100,0,NA,"Condition is severely impacted by the presence of invasive plants",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"617","Invasive plant species presence and cover","Lou Ha",5,80,0,"2","The extent of invasives will negatively impact on the extent and complexity of niche habitats available within the woodland as well as impacting natural processes such as regen of trees and ground flora",80,2,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"618","Invasive plant species presence and cover","Lou Ha",5,100,0,"2","The extent of invasives will negatively impact on the extent and complexity of niche habitats available within the woodland as well as impacting natural processes such as regen of trees and ground flora",80,2,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"619","Invasive plant species presence and cover","Bob Epsom",5,0,100,"4","Woodland condition will be bad and score under 50 for anything more than 20% cover.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"620","Invasive plant species presence and cover","Peter Lo",5,80,0,"4",NA,100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"621","Invasive plant species presence and cover","Alasdair Fi",5,0,100,"5","Invasive plant species are bad. Really bad. Hockey stick bad.",50,NA,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"622","Invasive plant species presence and cover","Bob Epsom",5,80,0,"4","Woodland condition will be bad and score under 50 for anything more than 20% cover.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"623","Invasive plant species presence and cover","Adam Th",5,100,0,"5","If any invasives are present its a bad thing and scores have got to be low as by definition these plants are trying to take over! I would put Himalayan balsam alongside Rhodi and Laurel, esp. in wet woodlands as it spreads so easily and is so hard to get rid of...possibly Japanese knot weed too. The really bad laurel and rhodi sites are where it has totally overtaken the understorey, if there are a few scattered bushes its not bad, as long as the managment plan mentions control. If there's presence but no plan...this can be a problem as the site is on the road to total take over. Something like Himalayan honeysuckle, and maybe Monbretia, I see a lot and they don't seem to spread all that much so would probably score those a 2",90,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"624","Invasive plant species presence and cover","Martin Hu",5,5,98,"4","A rapid decrease in condition from 20% - 50% with perhaps less of an effect towards the extremes ie. A little is not going to impact condition that much initially, then at 40-50% it’s already bad, and it just gets steadily worse.  However, having said this even a little presents a massive future threat.",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"625","Invasive plant species presence and cover","Nick RB",5,40,30,"4","Non natives plants can adversely impact biodiversity and woodland condition by out competing native species of changing habitat and food availability",75,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"626","Invasive plant species presence and cover","Martin Hu",5,10,95,"4","A rapid decrease in condition from 20% - 50% with perhaps less of an effect towards the extremes ie. A little is not going to impact condition that much initially, then at 40-50% it’s already bad, and it just gets steadily worse.  However, having said this even a little presents a massive future threat.",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"627","Invasive plant species presence and cover","Rhiannon Hoy",5,100,0,"3","Woodland condition is bad with the presence of invasive non-native flora as native species are always at risk of overshading and supression from INNS growth, whether this is a small plant or shrub it can spread overtime and become a greater problem requiring future management.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"628","Invasive plant species presence and cover","Karen Ho",5,10,0,"2","Invasive plants have the likely potential to rapidly spread. So even a small coverage of invasive plants is bad, putting the wood into poor condition",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"629","Invasive plant species presence and cover","Liam Pl",5,0,100,"2","Very slow increase in condition with decrease in % cover INNS and only rapid increase if none at all.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"630","Invasive plant species presence and cover","Peter Lo",5,20,30,"4",NA,100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"631","Invasive plant species presence and cover","Peter Lo",5,40,0,"4",NA,100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"632","Invasive plant species presence and cover","Peter Lo",5,60,0,"4",NA,100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"633","Invasive plant species presence and cover","Jim Sm-Wr",5,30,14.1414141414141,"4","Woodland condition can only be 100 here where there are no IS within the plot, OR within seeding distance of it. A single plant is a significant threat, but can be easily eradicated. Once well-established within c. 20-30% or more of the plot, it then becomes very difficult to eradicate (depending upon various factors). After that, the loss of condition becomes pretty steady. I have left a value of 1 for 100% coverage, as the plants will still offer some habitat, but maybe this is missing the point?!?",94.7368421052632,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"634","Invasive plant species presence and cover","Peter Lo",5,100,0,"4",NA,100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"635","Invasive plant species presence and cover","Sonia",5,100,0,"4","Condition improves with decrease in the area covered by invasive non-native plant species (INNS) - no species present means excellent condition-  and the decrease in number of INNS present on site",60,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"636","Invasive plant species presence and cover","Liam Pl",5,25,20,"2","Very slow increase in condition with decrease in % cover INNS and only rapid increase if none at all.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"637","Invasive plant species presence and cover","Liam Pl",5,50,15,"2","Very slow increase in condition with decrease in % cover INNS and only rapid increase if none at all.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"638","Invasive plant species presence and cover","Liam Pl",5,60,10,"2","Very slow increase in condition with decrease in % cover INNS and only rapid increase if none at all.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"639","Invasive plant species presence and cover","Paul Allen",5,60,0,"4","In the SW and westerly areas this should definately include holly, but also beech and sycamore as these can have similar signifiacnt impacts on light levels, nat regen and ground flora.",NA,NA,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"640","Invasive plant species presence and cover","Vanessa B",5,90,0,"3",NA,80,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"641","Invasive plant species presence and cover","David L",5,0,100,"3","Very low levels of young ponticum can be better than 0, but generally agree with above. High levels of cover are bad, no cover is good, low levels are intermediate",55,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"642","Invasive plant species presence and cover","Liam Pl",5,100,0,"2","Very slow increase in condition with decrease in % cover INNS and only rapid increase if none at all.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"643","Invasive plant species presence and cover","Lou Ha",5,60,2,"2","The extent of invasives will negatively impact on the extent and complexity of niche habitats available within the woodland as well as impacting natural processes such as regen of trees and ground flora",80,2,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"644","Invasive plant species presence and cover","David L",5,80,0,"3","Very low levels of young ponticum can be better than 0, but generally agree with above. High levels of cover are bad, no cover is good, low levels are intermediate",55,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"645","Invasive plant species presence and cover","Jim Sm-Wr",5,20,24.2424242424242,"4","Woodland condition can only be 100 here where there are no IS within the plot, OR within seeding distance of it. A single plant is a significant threat, but can be easily eradicated. Once well-established within c. 20-30% or more of the plot, it then becomes very difficult to eradicate (depending upon various factors). After that, the loss of condition becomes pretty steady. I have left a value of 1 for 100% coverage, as the plants will still offer some habitat, but maybe this is missing the point?!?",94.7368421052632,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"646","Invasive plant species presence and cover","Saul H",5,30,20,"4","Impact on biodiversity probably a linear relationship, but 5 cover likely to increase slowly at firtst and then accelerate as larger plants get establihsed.",66.6666666666667,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"647","Invasive plant species presence and cover","Rich Br",5,0,100,NA,"Condition is severely impacted by the presence of invasive plants",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"648","Invasive plant species presence and cover","Dave Bo",5,10,70,"4","Extensive rhodo and laurel infestations can be the most damaging issue to woodlands on certain soils. We may have to live with a very low % cover for a very long time due to the problesm of controlling seedlings and re-invasion from neighbouring properties.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"649","Invasive plant species presence and cover","Dave Bo",5,20,50,"4","Extensive rhodo and laurel infestations can be the most damaging issue to woodlands on certain soils. We may have to live with a very low % cover for a very long time due to the problesm of controlling seedlings and re-invasion from neighbouring properties.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"650","Invasive plant species presence and cover","Dave Bo",5,30,20,"4","Extensive rhodo and laurel infestations can be the most damaging issue to woodlands on certain soils. We may have to live with a very low % cover for a very long time due to the problesm of controlling seedlings and re-invasion from neighbouring properties.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"651","Invasive plant species presence and cover","Dave Bo",5,40,10,"4","Extensive rhodo and laurel infestations can be the most damaging issue to woodlands on certain soils. We may have to live with a very low % cover for a very long time due to the problesm of controlling seedlings and re-invasion from neighbouring properties.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"652","Invasive plant species presence and cover","Dave Bo",5,50,0,"4","Extensive rhodo and laurel infestations can be the most damaging issue to woodlands on certain soils. We may have to live with a very low % cover for a very long time due to the problesm of controlling seedlings and re-invasion from neighbouring properties.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"653","Invasive plant species presence and cover","Daniel Ai",5,80,0,"5","the lower the invasive plant cover the better for woodland condition",60,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"654","Invasive plant species presence and cover","Daniel Ai",5,100,0,"5","the lower the invasive plant cover the better for woodland condition",60,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"655","Invasive plant species presence and cover","Lou Ha",5,40,10,"2","The extent of invasives will negatively impact on the extent and complexity of niche habitats available within the woodland as well as impacting natural processes such as regen of trees and ground flora",80,2,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"656","Invasive plant species presence and cover","Martin Hu",5,25,73,"4","A rapid decrease in condition from 20% - 50% with perhaps less of an effect towards the extremes ie. A little is not going to impact condition that much initially, then at 40-50% it’s already bad, and it just gets steadily worse.  However, having said this even a little presents a massive future threat.",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"657","Invasive plant species presence and cover","Saul H",5,5,80,"4","Impact on biodiversity probably a linear relationship, but 5 cover likely to increase slowly at firtst and then accelerate as larger plants get establihsed.",66.6666666666667,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"658","Invasive plant species presence and cover","Oliver Moore",5,0,100,"5","This is a priority and perhaps ought to be the first question asked and management issue addressed. Plan to remove INNS and ideally at a landscape/defendable scale.",NA,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"659","Invasive plant species presence and cover","Jim Sm-Wr",5,0,100,"4","Woodland condition can only be 100 here where there are no IS within the plot, OR within seeding distance of it. A single plant is a significant threat, but can be easily eradicated. Once well-established within c. 20-30% or more of the plot, it then becomes very difficult to eradicate (depending upon various factors). After that, the loss of condition becomes pretty steady. I have left a value of 1 for 100% coverage, as the plants will still offer some habitat, but maybe this is missing the point?!?",94.7368421052632,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"660","Invasive plant species presence and cover","Saul H",5,60,10,"4","Impact on biodiversity probably a linear relationship, but 5 cover likely to increase slowly at firtst and then accelerate as larger plants get establihsed.",66.6666666666667,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"661","Invasive plant species presence and cover","Saul H",5,100,0,"4","Impact on biodiversity probably a linear relationship, but 5 cover likely to increase slowly at firtst and then accelerate as larger plants get establihsed.",66.6666666666667,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"662","Invasive plant species presence and cover","Martin Hu",5,60,10,"4","A rapid decrease in condition from 20% - 50% with perhaps less of an effect towards the extremes ie. A little is not going to impact condition that much initially, then at 40-50% it’s already bad, and it just gets steadily worse.  However, having said this even a little presents a massive future threat.",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"663","Invasive plant species presence and cover","Rhiannon Hoy",5,0,100,"3","Woodland condition is bad with the presence of invasive non-native flora as native species are always at risk of overshading and supression from INNS growth, whether this is a small plant or shrub it can spread overtime and become a greater problem requiring future management.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"664","Invasive plant species presence and cover","Rhiannon Hoy",5,10,0,"3","Woodland condition is bad with the presence of invasive non-native flora as native species are always at risk of overshading and supression from INNS growth, whether this is a small plant or shrub it can spread overtime and become a greater problem requiring future management.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"665","Invasive plant species presence and cover","Nick RB",5,20,50,"4","Non natives plants can adversely impact biodiversity and woodland condition by out competing native species of changing habitat and food availability",75,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"666","Invasive plant species presence and cover","Rhiannon Hoy",5,25,0,"3","Woodland condition is bad with the presence of invasive non-native flora as native species are always at risk of overshading and supression from INNS growth, whether this is a small plant or shrub it can spread overtime and become a greater problem requiring future management.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"667","Invasive plant species presence and cover","Hannah Pa",5,20,50,"2","the more area impacted by invasive species the lower the woodland condition",57.1428571428571,NA,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"668","Invasive plant species presence and cover","Saul H",5,0,100,"4","Impact on biodiversity probably a linear relationship, but 5 cover likely to increase slowly at firtst and then accelerate as larger plants get establihsed.",66.6666666666667,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"669","Invasive plant species presence and cover","Vanessa B",5,100,0,"3",NA,80,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"670","Invasive plant species presence and cover","Rich Br",5,90,0,NA,"Condition is severely impacted by the presence of invasive plants",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"671","Invasive plant species presence and cover","Saul H",5,10,50,"4","Impact on biodiversity probably a linear relationship, but 5 cover likely to increase slowly at firtst and then accelerate as larger plants get establihsed.",66.6666666666667,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"672","Invasive plant species presence and cover","Vanessa B",5,0,100,"3",NA,80,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"673","Invasive plant species presence and cover","Vanessa B",5,10,80,"3",NA,80,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"674","Invasive plant species presence and cover","Iain Mo",5,60,0,"5",NA,50,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"675","Invasive plant species presence and cover","Iain Mo",5,80,0,"5",NA,50,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"676","Invasive plant species presence and cover","Iain Mo",5,100,0,"5",NA,50,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"677","Invasive plant species presence and cover","Vanessa B",5,60,0,"3",NA,80,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"678","Invasive plant species presence and cover","Vanessa B",5,70,0,"3",NA,80,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"679","Invasive plant species presence and cover","Liam Pl",5,80,10,"2","Very slow increase in condition with decrease in % cover INNS and only rapid increase if none at all.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"680","Invasive plant species presence and cover","Daniel Ai",5,60,0,"5","the lower the invasive plant cover the better for woodland condition",60,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"681","Invasive plant species presence and cover","Liam Pl",5,90,5,"2","Very slow increase in condition with decrease in % cover INNS and only rapid increase if none at all.",100,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"682","Invasive plant species presence and cover","Rich Br",5,80,0,NA,"Condition is severely impacted by the presence of invasive plants",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"683","Invasive plant species presence and cover","Hannah Pa",5,40,20,"2","the more area impacted by invasive species the lower the woodland condition",57.1428571428571,NA,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"684","Invasive plant species presence and cover","Peter Lo",5,0,100,"4",NA,100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"685","Invasive plant species presence and cover","Hannah Pa",5,100,0,"2","the more area impacted by invasive species the lower the woodland condition",57.1428571428571,NA,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"686","Invasive plant species presence and cover","Alasdair Fi",5,90,1,"5","Invasive plant species are bad. Really bad. Hockey stick bad.",50,NA,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"687","Invasive plant species presence and cover","Vanessa B",5,20,50,"3",NA,80,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"688","Invasive plant species presence and cover","Vanessa B",5,30,20,"3",NA,80,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"689","Invasive plant species presence and cover","Vanessa B",5,40,10,"3",NA,80,4,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"690","Invasive plant species presence and cover","Daniel Ai",5,0,100,"5","the lower the invasive plant cover the better for woodland condition",60,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"691","Invasive plant species presence and cover","Daniel Ai",5,20,40,"5","the lower the invasive plant cover the better for woodland condition",60,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"692","Invasive plant species presence and cover","Daniel Ai",5,40,7,"5","the lower the invasive plant cover the better for woodland condition",60,3,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"693","Invasive plant species presence and cover","Hannah Pa",5,0,100,"2","the more area impacted by invasive species the lower the woodland condition",57.1428571428571,NA,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
"694","Invasive plant species presence and cover","Rich Br",5,70,0,NA,"Condition is severely impacted by the presence of invasive plants",100,5,"Invasive plants % cover","Invasive plants","Invasive plant cover (%)"
